Sample,Family_ID,Population,Population_Description,Gender,Relationship,Unexpected_Parent_Child,Non_Paternity,Siblings,Grandparents,Avuncular,Half_Siblings,Unknown_Second_Order,Third_Order,In_Low_Coverage_Pilot,LC_Pilot_Platforms,LC_Pilot_Centers,In_High_Coverage_Pilot,HC_Pilot_Platforms,HC_Pilot_Centers,In_Exon_Targetted_Pilot,ET_Pilot_Platforms,ET_Pilot_Centers,Has_Sequence_in_Phase1,Phase1_LC_Platform,Phase1_LC_Centers,Phase1_E_Platform,Phase1_E_Centers,In_Phase1_Integrated_Variant_Set,Has_Phase1_chrY_SNPS,Has_phase1_chrY_Deletions,Has_phase1_chrMT_SNPs,Main_project_LC_Centers,Main_project_LC_platform,Total_LC_Sequence,LC_Non_Duplicated_Aligned_Coverage,Main_Project_E_Centers,Main_Project_E_Platform,Total_Exome_Sequence,X_Targets_Covered_to_20x_or_greater,VerifyBam_E_Omni_Free,VerifyBam_E_Affy_Free,VerifyBam_E_Omni_Chip,VerifyBam_E_Affy_Chip,VerifyBam_LC_Omni_Free,VerifyBam_LC_Affy_Free,VerifyBam_LC_Omni_Chip,VerifyBam_LC_Affy_Chip,LC_Indel_Ratio,E_Indel_Ratio,LC_Passed_QC,E_Passed_QC,In_Final_Phase_Variant_Calling,Has_Omni_Genotypes,Has_Axiom_Genotypes,Has_Affy_6_0_Genotypes,Has_Exome_LOF_Genotypes,EBV_Coverage,DNA_Source_from_Coriell,Has_Sequence_from_Blood_in_Index,Super_Population,Super_Population_Description
HG02923,NG06,ESN,Esan in Nigeria,male,father,,,,,,,,,,,,,,,,,,,,,,,,,,,BI,ILLUMINA,35477710763.0,10.63,BI,ILLUMINA,8794807932.0,0.9095709999999999,0.00418,0.0047,,0.00476,0.0018100000000000002,0.00283,,0.00329,0.97,1.31,1.0,1.0,1.0,,,1.0,,268.66,LCL,,AFR,African
HG02924,NG06,ESN,Esan in Nigeria,male,child,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,AFR,African
HG02938,NG11,ESN,Esan in Nigeria,male,father,,,,,,,,,,,,,,,,,,,,,,,,,,,ILLUMINA,ILLUMINA,19321870100.0,6.87,BGI,ILLUMINA,11664276400.0,0.937257,0.0020800000000000003,0.00257,,0.00262,0.00018,0.00101,,0.00148,0.82,0.85,1.0,1.0,1.0,,,1.0,,145.22,LCL,,AFR,African
HG02939,NG11,ESN,Esan in Nigeria,male,child,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,AFR,African
HG02941,NG12,ESN,Esan in Nigeria,male,father,,,,,,,,,,,,,,,,,,,,,,,,,,,ILLUMINA,ILLUMINA,17786345600.0,6.32,BGI,ILLUMINA,11696379300.0,0.942687,0.00293,0.0039700000000000004,,0.00381,,0.00064,,0.00126,0.85,0.86,1.0,1.0,1.0,,,1.0,,172.58,LCL,,AFR,African
HG02942,NG12,ESN,Esan in Nigeria,male,child,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,AFR,African
HG02943,NG13,ESN,Esan in Nigeria,female,mother,,,,,,,,,,,,,,,,,,,,,,,,,,,BI,ILLUMINA,28887139482.0,8.99,BI,ILLUMINA,7616000964.0,0.9103629999999999,0.02364,0.023719999999999998,,0.02377,0.0028,0.004229999999999999,,0.00421,1.31,0.89,1.0,1.0,1.0,,,1.0,,79.62,LCL,,AFR,African
HG02944,NG13,ESN,Esan in Nigeria,male,father,,,,,,,,,,,,,,,,,,,,,,,,,,,BI,ILLUMINA,33858871653.0,10.26,BI,ILLUMINA,8485189480.0,0.9081290000000001,0.0055,0.006379999999999999,,0.00635,0.00301,0.00448,,0.00483,0.95,1.18,1.0,1.0,1.0,,,1.0,,300.6,LCL,,AFR,African
HG02945,NG13,ESN,Esan in Nigeria,female,child,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,AFR,African
HG02946,NG14,ESN,Esan in Nigeria,female,mother,,,,,,,,,,,,,,,,,,,,,,,,,,,SC,ILLUMINA,28833819500.0,10.12,BGI,ILLUMINA,16664792400.0,0.954516,0.009290000000000001,0.01034,,0.010459999999999999,0.00029,0.0007099999999999999,,0.0009699999999999999,0.82,0.87,1.0,1.0,1.0,,,1.0,,52.65,LCL,,AFR,African
HG02947,NG14,ESN,Esan in Nigeria,male,father,,,,,,,,,,,,,,,,,,,,,,,,,,,SC,ILLUMINA,26454982300.0,9.31,BGI,ILLUMINA,14409588900.0,0.94371,0.011340000000000001,0.01375,,0.013580000000000002,0.0008699999999999999,0.0016899999999999999,,0.00195,0.83,0.86,1.0,1.0,1.0,,,1.0,,188.75,LCL,,AFR,African
HG02948,NG14,ESN,Esan in Nigeria,male,child,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,AFR,African
HG02952,NG16,ESN,Esan in Nigeria,female,mother,,,,,,,,,,,,,,,,,,,,,,,,,,,SC,ILLUMINA,20959337500.0,7.38,BGI,ILLUMINA,13962369800.0,0.9488129999999999,0.00344,0.00503,,0.00498,0.00018999999999999998,0.00168,,0.0015300000000000001,0.85,0.88,1.0,1.0,1.0,,,1.0,,231.29,LCL,,AFR,African
HG02953,NG16,ESN,Esan in Nigeria,male,father,,,,,,,,,,,,,,,,,,,,,,,,,,,SC,ILLUMINA,14856355700.0,5.22,BGI,ILLUMINA,15125909800.0,0.9530190000000001,0.0027199999999999998,0.003,,0.0031100000000000004,1e-05,0.0011099999999999999,,0.00187,0.85,0.87,1.0,1.0,1.0,,,1.0,,338.89,LCL,,AFR,African
HG02954,NG16,ESN,Esan in Nigeria,male,child,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,AFR,African
HG02964,NG20,ESN,Esan in Nigeria,female,mother,,,,,,,,,,,,,,,,,,,,,,,,,,,WUGSC,ILLUMINA,16431647000.0,,WUGSC,ILLUMINA,5030982100.0,,0.058870000000000006,0.06093,,0.05992000000000001,0.00027,0.0026899999999999997,,0.0034799999999999996,0.97,0.87,,,,,,1.0,,,LCL,,AFR,African
HG02965,NG20,ESN,Esan in Nigeria,male,father,,,,,,,,,,,,,,,,,,,,,,,,,,,WUGSC,ILLUMINA,18742188200.0,,WUGSC,ILLUMINA,6084562000.0,,0.0439,0.05152,,0.05186,2.9999999999999997e-05,0.0009,,0.0009699999999999999,0.95,0.86,,,,,,1.0,,,LCL,,AFR,African
HG02966,NG20,ESN,Esan in Nigeria,male,child,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,AFR,African
HG02968,NG21,ESN,Esan in Nigeria,male,father,,,,,,,,,,,,,,,,,,,,,,,,,,,BGI,ILLUMINA,19430817200.0,6.57,BGI,ILLUMINA,12624734100.0,0.941443,0.00179,0.00212,,0.0020800000000000003,,5e-05,,0.00035,0.84,0.88,1.0,1.0,1.0,,,1.0,,145.41,LCL,,AFR,African
HG02969,NG21,ESN,Esan in Nigeria,female,child,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,AFR,African
HG02970,NG22,ESN,Esan in Nigeria,female,mother,,,,,,,,,,,,,,,,,,,,,,,,,,,SC,ILLUMINA,19657458600.0,6.93,BGI,ILLUMINA,13664761900.0,0.9513379999999999,0.00156,0.0019100000000000002,,0.00186,0.00029,0.00128,,0.00147,0.82,0.86,1.0,1.0,1.0,,,1.0,,63.79,LCL,,AFR,African
HG02971,NG22,ESN,Esan in Nigeria,male,father,,,,,,,,,,,,,,,,,,,,,,,,,,,SC,ILLUMINA,14486513300.0,5.11,BGI,ILLUMINA,12552149100.0,0.944629,0.00198,0.00279,,0.00267,0.00011,0.00151,,0.00298,0.82,0.87,1.0,1.0,1.0,,,1.0,,151.65,LCL,,AFR,African
HG02972,NG22,ESN,Esan in Nigeria,male,child,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,AFR,African
HG02973,NG23,ESN,Esan in Nigeria,male,father,,,,,,,,,,,,,,,,,,,,,,,,,,,BI,ILLUMINA,36337476293.0,10.95,BI,ILLUMINA,8806571516.0,0.910731,0.00542,0.00618,,0.006,0.00248,0.00365,,0.00411,0.94,1.23,1.0,1.0,1.0,,,1.0,,136.25,LCL,,AFR,African
HG02974,NG23,ESN,Esan in Nigeria,female,mother,,,,,,,,,,,,,,,,,,,,,,,,,,,BI,ILLUMINA,32595580924.0,10.17,BI,ILLUMINA,7576615180.0,0.9173549999999999,0.00487,0.00541,,0.00543,0.00263,0.0038,,0.00391,1.3,1.09,1.0,1.0,1.0,,,1.0,,92.29,LCL,,AFR,African
HG02975,NG23,ESN,Esan in Nigeria,male,child,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,AFR,African
HG02976,NG24,ESN,Esan in Nigeria,female,mother,,,,,,,,,,,,,,,,,,,,,,,,,,,SC,ILLUMINA,18500654000.0,6.5,BGI,ILLUMINA,15491828500.0,0.9540559999999999,0.00328,0.00441,,0.00448,0.00028,0.00118,,0.0018399999999999998,0.85,0.85,1.0,1.0,1.0,,,1.0,,75.97,LCL,,AFR,African
HG02977,NG24,ESN,Esan in Nigeria,male,father,,,,,,,,,,,,,,,,,,,,,,,,,,,SC,ILLUMINA,26427698100.0,9.26,BGI,ILLUMINA,16022970900.0,0.9558909999999999,0.00402,0.005220000000000001,,0.0052,0.00049,0.0008900000000000001,,0.00123,0.85,0.85,1.0,1.0,1.0,,,1.0,,253.74,LCL,,AFR,African
HG02978,NG24,ESN,Esan in Nigeria,female,child,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,AFR,African
HG02979,NG25,ESN,Esan in Nigeria,female,mother,,,,,,,,,,,,,,,,,,,,,,,,,,,BGI,ILLUMINA,19448461500.0,6.64,BGI,ILLUMINA,13144018300.0,0.944414,0.00447,0.0056,,0.00551,2e-05,0.00031,,0.0003,0.85,0.86,1.0,1.0,1.0,,,1.0,,130.09,LCL,,AFR,African
HG02980,NG25,ESN,Esan in Nigeria,male,child,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,AFR,African
HG02981,NG25,ESN,Esan in Nigeria,male,father,,,,,,,,,,,,,,,,,,,,,,,,,,,BGI,ILLUMINA,22573891800.0,7.66,BGI,ILLUMINA,12441781200.0,0.9438979999999999,0.00248,0.0027,,0.0025800000000000003,0.00045,0.00098,,0.00125,0.85,0.84,1.0,1.0,1.0,,,1.0,,93.21,LCL,,AFR,African
HG02982,GB97,GWD,"Gambian in Western Division, The Gambia",male,father,,,,,,,,,,,,,,,,,,,,,,,,,,,BGI,ILLUMINA,26761021100.0,9.05,BGI,ILLUMINA,11485953000.0,0.941031,0.00426,0.00491,,0.0049299999999999995,0.00132,0.00233,,0.00253,0.84,0.85,1.0,1.0,1.0,,,1.0,,141.56,LCL,,AFR,African
HG02983,GB97,GWD,"Gambian in Western Division, The Gambia",female,mother,,,,,,,,,,,,,,,,,,,,,,,,,,,BGI,ILLUMINA,23020859500.0,7.74,BGI,ILLUMINA,14478866900.0,0.946167,0.0021100000000000003,0.00227,,0.00225,0.00033,0.0008900000000000001,,0.00106,0.87,0.85,1.0,1.0,1.0,,,1.0,,342.41,LCL,,AFR,African
HG02984,GB97,GWD,"Gambian in Western Division, The Gambia",male,child,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,AFR,African
HG03006,BD01,BEB,Bengali in Bangladesh,male,father,,,,,,,,,,,,,,,,,,,,,,,,,,,BI,ILLUMINA,33789328911.0,9.88,BI,ILLUMINA,7286946804.0,0.9083319999999999,0.01585,0.01677,,0.01653,0.0030800000000000003,0.0031100000000000004,,0.0032700000000000003,0.92,0.88,1.0,1.0,1.0,,,1.0,,316.25,LCL,,SAS,South Asian
HG03007,BD01,BEB,Bengali in Bangladesh,female,mother,,,,,,,,,,,,,,,,,,,,,,,,,,,BI,ILLUMINA,41012280079.0,12.14,BI,ILLUMINA,5794834168.0,0.897183,0.02044,0.02153,,0.02171,0.00442,0.0045,,0.00466,0.99,0.82,1.0,1.0,1.0,,,1.0,,130.17,LCL,,SAS,South Asian
HG03008,BD01,BEB,Bengali in Bangladesh,male,child,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,SAS,South Asian
HG03009,HG03009,BEB,Bengali in Bangladesh,male,unrel,,,,,,,,,,,,,,,,,,,,,,,,,,,SC,ILLUMINA,18320105300.0,6.43,BI,ILLUMINA,4975884464.0,0.8753120000000001,0.02652,0.02605,,0.026039999999999997,0.0016300000000000002,0.0027,,0.0028699999999999997,0.82,1.25,1.0,1.0,1.0,,,1.0,,157.44,LCL,,SAS,South Asian
HG03012,BD3,BEB,Bengali in Bangladesh,male,father,,,,,,,,,,,,,,,,,,,,,,,,,,,SC,ILLUMINA,17438013100.0,6.13,BI,ILLUMINA,4681708832.0,0.865807,0.01792,0.01915,,0.019,0.0009199999999999999,0.0015,,0.0019199999999999998,0.82,0.8,1.0,1.0,1.0,,,1.0,,360.61,LCL,,SAS,South Asian
HG03015,PK35,PJL,"Punjabi in Lahore,Pakistan",male,father,,,,,,,,,,,,,,,,,,,,,,,,,,,BGI,ILLUMINA,20115054400.0,6.62,BGI,ILLUMINA,11076523700.0,0.935433,0.00158,0.00112,,0.0011,0.00055,0.00088,,0.00143,0.83,0.85,1.0,1.0,1.0,,,1.0,,0.02,Blood,,SAS,South Asian
HG03016,PK35,PJL,"Punjabi in Lahore,Pakistan",female,mother,,,,,,,,,,,,,,,,,,,,,,,,,,,BGI,ILLUMINA,26961855700.0,8.97,BGI,ILLUMINA,16427161500.0,0.950458,0.00198,0.00173,,0.0017100000000000001,0.00031,0.00037999999999999997,,0.00037,0.83,0.86,1.0,1.0,1.0,,,1.0,,0.03,Blood,,SAS,South Asian
HG03017,PK35,PJL,"Punjabi in Lahore,Pakistan",male,child,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,SAS,South Asian
HG03018,PK36,PJL,"Punjabi in Lahore,Pakistan",male,father,,,,,,,,,,,,,,,,,,,,,,,,,,,WUGSC,ILLUMINA,17800889000.0,5.92,WUGSC,ILLUMINA,5949581600.0,0.8396450000000001,0.01289,0.01433,,0.01405,9e-05,0.00082,,0.0017,0.91,0.91,1.0,1.0,1.0,,,1.0,,0.03,Blood,,SAS,South Asian
HG03019,PK36,PJL,"Punjabi in Lahore,Pakistan",female,mother,,,,,,,,,,,,,,,,,,,,,,,,,,,WUGSC,ILLUMINA,16409151900.0,5.43,WUGSC,ILLUMINA,5998165700.0,0.848232,0.01591,0.0169,,0.016909999999999998,1e-05,5e-05,,0.00205,0.95,0.9,1.0,1.0,1.0,,,1.0,,0.02,Blood,,SAS,South Asian
HG03021,PK37,PJL,"Punjabi in Lahore,Pakistan",male,father,,,,,,,,,,,,,,,,,,,,,,,,,,,WUGSC,ILLUMINA,15653934600.0,5.22,WUGSC,ILLUMINA,6006319400.0,0.8458610000000001,0.01519,0.01722,,0.01733,,9e-05,,0.00098,0.86,0.89,1.0,1.0,1.0,,,1.0,,0.02,Blood,,SAS,South Asian
HG03022,HG03022,PJL,"Punjabi in Lahore,Pakistan",female,unrel,,,,,,,,,,,,,,,,,,,,,,,,,,,WUGSC,ILLUMINA,13177547400.0,4.44,WUGSC,ILLUMINA,5447775900.0,0.825377,0.016630000000000002,0.01787,,0.01786,,8e-05,,0.003,1.0,0.92,1.0,1.0,1.0,,,1.0,,0.13,Blood,,SAS,South Asian
HG03023,PK37,PJL,"Punjabi in Lahore,Pakistan",male,child,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,SAS,South Asian
HG03024,GB105,GWD,"Gambian in Western Division, The Gambia",male,father,,,,,,,,,,,,,,,,,,,,,,,,,,,SC,ILLUMINA,23166993400.0,8.04,BI,ILLUMINA,4719125228.0,0.872928,0.022080000000000002,0.02454,,0.025169999999999998,0.0020800000000000003,0.00316,,0.00379,0.85,1.21,1.0,1.0,1.0,,,1.0,,102.97,LCL,,AFR,African
HG03025,GB105,GWD,"Gambian in Western Division, The Gambia",female,mother,,,,,,,,,,,,,,,,,,,,,,,,,,,SC,ILLUMINA,20910100500.0,7.31,BI,ILLUMINA,4961572980.0,0.8765120000000001,0.01865,0.02058,,0.020569999999999998,0.0022199999999999998,0.00512,,0.00481,0.83,1.21,1.0,1.0,1.0,,,1.0,,405.93,LCL,,AFR,African
HG03026,GB105,GWD,"Gambian in Western Division, The Gambia",female,child,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,AFR,African
HG03027,GB106,GWD,"Gambian in Western Division, The Gambia",male,father,,,,,,,,,,,,,,,,,,,,,,,,,,,BI,ILLUMINA,44891346174.0,12.98,BI,ILLUMINA,9151676648.0,0.9176110000000001,0.00433,0.00554,,0.0053,0.00243,0.00278,,0.00295,0.99,1.01,1.0,1.0,1.0,,,1.0,,136.58,LCL,,AFR,African
HG03028,GB106,GWD,"Gambian in Western Division, The Gambia",female,mother,,,,,,,,,,,,,,,,,,,,,,,,,,,BI,ILLUMINA,40452672409.0,12.25,BI,ILLUMINA,9914448900.0,0.9149959999999999,0.00463,0.0058,,0.005679999999999999,0.00236,0.00344,,0.0035299999999999997,0.96,1.1,1.0,1.0,1.0,,,1.0,,230.72,LCL,,AFR,African
HG03029,GB106,GWD,"Gambian in Western Division, The Gambia",male,child,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,AFR,African
HG03033,GB108,GWD,"Gambian in Western Division, The Gambia",male,father,,,,,,,,,,,,,,,,,,,,,,,,,,,SC,ILLUMINA,21170768100.0,,WUGSC,ILLUMINA,5867269100.0,,0.03803,0.04282,,0.043210000000000005,0.00193,0.0036200000000000004,,0.00413,0.83,0.86,,,,,,1.0,,,LCL,,AFR,African
HG03034,GB108,GWD,"Gambian in Western Division, The Gambia",female,mother,,,,,,,,,,,,,,,,,,,,,,,,,,,SC,ILLUMINA,21961957600.0,,WUGSC,ILLUMINA,7748955600.0,,0.03204,0.03539,,0.0352,0.00057,0.00207,,0.00225,0.83,0.85,,,,,,1.0,,,LCL,,AFR,African
HG03035,GB108,GWD,"Gambian in Western Division, The Gambia",male,child,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,AFR,African
HG03039,GB110,GWD,"Gambian in Western Division, The Gambia",male,father,,,,,,,,,,,,,,,,,,,,,,,,,,,BI,ILLUMINA,33419152195.0,10.41,BI,ILLUMINA,7264023000.0,0.907933,0.00519,0.00577,,0.00576,0.00296,0.00405,,0.00446,1.3,1.15,1.0,1.0,1.0,,,1.0,,288.34,LCL,,AFR,African
HG03040,GB110,GWD,"Gambian in Western Division, The Gambia",female,mother,,,,,,,,,,,,,,,,,,,,,,,,,,,BI,ILLUMINA,32795231866.0,9.91,BI,ILLUMINA,9803970208.0,0.921424,0.00413,0.00527,,0.005229999999999999,0.00172,0.0030399999999999997,,0.00307,0.95,0.98,1.0,1.0,1.0,,,1.0,,218.5,LCL,,AFR,African
HG03041,GB110,GWD,"Gambian in Western Division, The Gambia",female,child,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,AFR,African
HG03045,GB112,GWD,"Gambian in Western Division, The Gambia",male,father,,,,,,,,,,,,,,,,,,,,,,,,,,,BI,ILLUMINA,27306626640.0,8.53,BI,ILLUMINA,6162346836.0,0.894078,0.00605,0.00598,,0.00602,0.00344,0.00485,,0.00549,1.32,1.24,1.0,1.0,1.0,,,1.0,,128.78,LCL,,AFR,African
HG03046,GB112,GWD,"Gambian in Western Division, The Gambia",female,mother,,,,,,,,,,,,,,,,,,,,,,,,,,,BI,ILLUMINA,29647917134.0,9.0,BI,ILLUMINA,8858623916.0,0.9157290000000001,0.00465,0.00594,,0.00581,0.00253,0.00448,,0.00449,0.96,1.05,1.0,1.0,1.0,,,1.0,,87.0,LCL,,AFR,African
HG03047,GB112,GWD,"Gambian in Western Division, The Gambia",female,child,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,AFR,African
HG03048,GB113,GWD,"Gambian in Western Division, The Gambia",male,father,,,,,,,,,,,,,,,,,,,,,,,,,,,BI,ILLUMINA,37492160207.0,11.29,BI,ILLUMINA,6703727744.0,0.8551719999999999,0.00763,0.0096,,0.00946,0.0033399999999999997,0.00489,,0.00512,0.95,1.33,1.0,1.0,1.0,,,1.0,,82.8,LCL,,AFR,African
HG03049,GB113,GWD,"Gambian in Western Division, The Gambia",female,mother,,,,,,,,,,,,,,,,,,,,,,,,,,,BI,ILLUMINA,31618648425.0,9.76,BI,ILLUMINA,7761624564.0,0.916852,0.00488,0.0052,,0.00513,0.00271,0.00392,,0.00403,1.3,1.15,1.0,1.0,1.0,,,1.0,,163.97,LCL,,AFR,African
HG03050,GB113,GWD,"Gambian in Western Division, The Gambia",male,child,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,AFR,African
HG03052,SL01,MSL,Mende in Sierra Leone,female,mother,,,,,,,,,,,,,,,,,,,,,,,,,,,BI,ILLUMINA,35764076871.0,10.87,BI,ILLUMINA,7535067576.0,0.8954139999999999,0.00533,0.0069,,0.00689,0.00275,0.0042,,0.004229999999999999,0.96,1.33,1.0,1.0,1.0,,,1.0,,308.31,LCL,,AFR,African
HG03053,SL01,MSL,Mende in Sierra Leone,female,child,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,AFR,African
HG03054,SL02,MSL,Mende in Sierra Leone,male,father,,,,,,,,,,,,,,,,,,,,,,,,,,,BGI,ILLUMINA,30813734200.0,10.35,BGI,ILLUMINA,14542978400.0,0.9482870000000001,0.00265,0.00265,,0.00266,0.00084,0.00115,,0.00133,0.84,0.86,1.0,1.0,1.0,,,1.0,,174.87,LCL,,AFR,African
HG03055,SL02,MSL,Mende in Sierra Leone,female,mother,,,,,,,,,,,,,,,,,,,,,,,,,,,SC,ILLUMINA,25576394600.0,8.94,BGI,ILLUMINA,19098938900.0,0.9614870000000001,0.00158,0.00206,,0.00207,0.00061,0.0017399999999999998,,0.0017699999999999999,0.79,0.86,1.0,1.0,1.0,,,1.0,,103.12,LCL,,AFR,African
HG03056,SL02,MSL,Mende in Sierra Leone,male,child,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,AFR,African
HG03057,HG03057,MSL,Mende in Sierra Leone,male,unrel,,,,,,,,,,,,,,,,,,,,,,,,,,,BI,ILLUMINA,31209344006.0,9.37,BI,ILLUMINA,11184562040.0,0.917607,0.00558,0.0070799999999999995,,0.00688,0.00245,0.00409,,0.004529999999999999,0.92,0.99,1.0,1.0,1.0,,,1.0,,339.39,LCL,,AFR,African
HG03058,SL03,MSL,Mende in Sierra Leone,female,mother,,,,,,,,,,,,,,,,,,,,,,,,,,,BI,ILLUMINA,30705113525.0,9.57,BI,ILLUMINA,7451080584.0,0.8873049999999999,0.00639,0.00683,,0.00665,0.0022600000000000003,0.00386,,0.00375,1.32,1.17,1.0,1.0,1.0,,,1.0,,443.51,LCL,,AFR,African
HG03059,SL03,MSL,Mende in Sierra Leone,male,child,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,AFR,African
HG03060,HG03060,MSL,Mende in Sierra Leone,male,unrel,,,,,,,,,,,,,,,,,,,,,,,,,,,BGI,ILLUMINA,24565037300.0,8.28,BGI,ILLUMINA,15421169900.0,0.9535629999999999,0.0032,0.00366,,0.00379,0.00013000000000000002,0.00035,,0.00063,0.85,0.86,1.0,1.0,1.0,,,1.0,,446.81,LCL,,AFR,African
HG03061,SL04,MSL,Mende in Sierra Leone,female,mother,,,,,,,,,,,,,,,,,,,,,,,,,,,SC,ILLUMINA,12183177700.0,4.28,BGI,ILLUMINA,10345194700.0,0.9370569999999999,0.01347,0.01581,,0.0159,0.0056,0.01818,,0.018119999999999997,0.8,0.85,1.0,1.0,1.0,,,1.0,,192.71,LCL,,AFR,African
HG03062,SL04,MSL,Mende in Sierra Leone,male,child,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,AFR,African
HG03063,SL05,MSL,Mende in Sierra Leone,male,father,,,,,,,,,,,,,,,,,,,,,,,,,,,BGI,ILLUMINA,24475335700.0,8.31,BGI,ILLUMINA,16260715800.0,0.9368709999999999,0.015130000000000001,0.01814,,0.01844,0.01001,0.014669999999999999,,0.01574,0.84,0.89,1.0,1.0,1.0,,,1.0,,67.54,LCL,,AFR,African
HG03064,SL05,MSL,Mende in Sierra Leone,female,mother,,,,,,,,,,,,,,,,,,,,,,,,,,,BGI,ILLUMINA,22003803100.0,7.49,BGI,ILLUMINA,10391895900.0,0.932651,0.0147,0.01733,,0.01755,0.00016,0.0007099999999999999,,0.00081,0.85,0.86,1.0,1.0,1.0,,,1.0,,107.59,LCL,,AFR,African
HG03065,SL05,MSL,Mende in Sierra Leone,male,child,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,AFR,African
HG03066,SL06,MSL,Mende in Sierra Leone,male,father,,,,,,,,,,,,,,,,,,,,,,,,,,,SC,ILLUMINA,26918164900.0,9.43,BI,ILLUMINA,5492711900.0,0.887843,0.0228,0.02452,,0.02484,0.00025,0.0005200000000000001,,0.00082,0.86,1.22,1.0,1.0,1.0,,,1.0,,178.02,LCL,,AFR,African
HG03069,SL07,MSL,Mende in Sierra Leone,male,father,,,,,,,,,,,,,,,,,,,,,,,,,,,SC,ILLUMINA,20669529800.0,7.2,BI,ILLUMINA,5968223152.0,0.895302,0.01445,0.01789,,0.017580000000000002,7e-05,0.00073,,0.0012699999999999999,0.84,1.2,1.0,1.0,1.0,,,1.0,,102.0,LCL,,AFR,African
HG03072,SL08,MSL,Mende in Sierra Leone,male,father,,,,,,,,,,,,,,,,,,,,,,,,,,,SC,ILLUMINA,23851492700.0,8.31,BI,ILLUMINA,5010970852.0,0.8781700000000001,0.01775,0.02181,,0.02189,0.0018800000000000002,0.00343,,0.00375,0.84,1.22,1.0,1.0,1.0,,,1.0,,157.58,LCL,,AFR,African
HG03073,SL08,MSL,Mende in Sierra Leone,female,mother,,,,,,,,HG03097,,,,,,,,,,,,,,,,,,,BGI,ILLUMINA,23893928900.0,8.07,BGI,ILLUMINA,14954319500.0,0.9518120000000001,0.00266,0.00329,,0.00324,0.0007,0.00197,,0.00201,0.84,0.85,1.0,1.0,1.0,,,1.0,,61.71,LCL,,AFR,African
HG03074,HG03074,MSL,Mende in Sierra Leone,male,unrel,,,,,,,,,,,,,,,,,,,,,,,,,,,BGI,ILLUMINA,24383640000.0,8.23,BGI,ILLUMINA,16116742300.0,0.952355,0.0014,0.00151,,0.00159,,8e-05,,0.00037,0.85,0.88,1.0,1.0,1.0,,,1.0,,161.62,LCL,,AFR,African
